S̩ance,Instrument,Variation
07/08/2015,11763.38,-0.95
10/08/2015,11737.5,-0.22
11/08/2015,11704.16,-0.28
12/08/2015,11792.92,0.76
13/08/2015,11697.36,-0.81
17/08/2015,11499.54,-1.69
18/08/2015,11531.15,0.27
19/08/2015,11543.04,0.1
24/08/2015,11435.03,-0.94
25/08/2015,11177.31,-2.25
26/08/2015,11116.71,-0.54
27/08/2015,11220.3,0.93
28/08/2015,11175.24,-0.4
31/08/2015,11304.76,1.16
01/09/2015,11147.56,-1.39
02/09/2015,11130.72,-0.15
03/09/2015,11355.93,2.02
04/09/2015,11319.68,-0.32
07/09/2015,11296.23,-0.21
08/09/2015,11325.68,0.26
09/09/2015,11330.78,0.04
10/09/2015,11329.71,-0.01
11/09/2015,11351.13,0.19
14/09/2015,11444.86,0.83
15/09/2015,11316.06,-1.13
16/09/2015,11338.78,0.2
17/09/2015,11232.68,-0.94
18/09/2015,11096.16,-1.22
21/09/2015,11186.44,0.81
22/09/2015,11209.97,0.21
23/09/2015,11341.04,1.17
28/09/2015,11189.68,-1.33
29/09/2015,11230.4,0.36
30/09/2015,11173.14,-0.51
01/10/2015,11186.11,0.12
02/10/2015,11194.4,0.07
05/10/2015,11173.05,-0.19
06/10/2015,11107.84,-0.58
07/10/2015,11052.95,-0.49
08/10/2015,11024.97,-0.25
09/10/2015,11081.7,0.51
12/10/2015,11100.22,0.17
13/10/2015,11007.77,-0.83
14/10/2015,11029.67,0.2
16/10/2015,11058.37,0.26
19/10/2015,11071.51,0.12
20/10/2015,11054.37,-0.15
21/10/2015,11013.83,-0.37
22/10/2015,11004.48,-0.08
23/10/2015,11063.26,0.53
26/10/2015,11061.16,-0.02
27/10/2015,11054.77,-0.06
28/10/2015,10988.2,-0.6
29/10/2015,10973.13,-0.14
30/10/2015,11013.34,0.37
02/11/2015,11006.45,-0.06
03/11/2015,11080.13,0.67
04/11/2015,11043.0,-0.34
05/11/2015,11111.19,0.62
09/11/2015,11084.97,-0.24
10/11/2015,11092.28,0.07
11/11/2015,11132.65,0.36
12/11/2015,11149.61,0.15
13/11/2015,11159.15,0.09
16/11/2015,11112.22,-0.42
17/11/2015,11124.52,0.11
19/11/2015,11144.27,0.18
20/11/2015,11183.26,0.35
23/11/2015,11111.79,-0.64
24/11/2015,11128.06,0.15
25/11/2015,11130.37,0.02
26/11/2015,11057.4,-0.66
27/11/2015,11094.75,0.34
30/11/2015,11031.38,-0.57
01/12/2015,11025.49,-0.05
02/12/2015,11014.81,-0.1
03/12/2015,11038.95,0.22
04/12/2015,11048.24,0.08
07/12/2015,11021.86,-0.24
08/12/2015,11030.93,0.08
09/12/2015,10989.94,-0.37
10/12/2015,10981.03,-0.08
11/12/2015,10928.03,-0.48
14/12/2015,10929.74,0.02
15/12/2015,10943.31,0.12
16/12/2015,11026.51,0.76
17/12/2015,11008.96,-0.16
18/12/2015,11062.69,0.49
21/12/2015,11054.96,-0.07
22/12/2015,11068.18,0.12
23/12/2015,11092.69,0.22
28/12/2015,11004.58,-0.79
29/12/2015,11175.45,1.55
30/12/2015,11122.53,-0.47
31/12/2015,11230.25,0.97
04/01/2016,11064.67,-1.47
05/01/2016,11046.08,-0.17
06/01/2016,11017.44,-0.26
07/01/2016,11007.34,-0.09
08/01/2016,10935.92,-0.65
12/01/2016,10948.52,0.12
13/01/2016,10983.35,0.32
14/01/2016,10979.35,-0.04
15/01/2016,10969.65,-0.09
18/01/2016,10952.16,-0.16
19/01/2016,10938.14,-0.13
20/01/2016,10944.42,0.06
21/01/2016,10910.63,-0.31
22/01/2016,10913.33,0.02
25/01/2016,10936.03,0.21
26/01/2016,10896.52,-0.36
27/01/2016,10887.34,-0.08
28/01/2016,10929.04,0.38
29/01/2016,10882.3,-0.43
01/02/2016,10910.66,0.26
02/02/2016,10952.15,0.38
03/02/2016,10873.72,-0.72
04/02/2016,10940.57,0.61
05/02/2016,10954.27,0.13
08/02/2016,10928.58,-0.23
09/02/2016,10939.53,0.1
10/02/2016,10927.11,-0.11
11/02/2016,10916.7,-0.1
12/02/2016,10937.98,0.19
15/02/2016,10886.49,-0.47
16/02/2016,10942.77,0.52
17/02/2016,10857.01,-0.78
18/02/2016,10904.84,0.44
19/02/2016,11023.13,1.08
22/02/2016,11032.06,0.08
23/02/2016,10942.39,-0.81
24/02/2016,10881.82,-0.55
25/02/2016,10827.21,-0.5
26/02/2016,10800.52,-0.25
29/02/2016,10789.41,-0.1
01/03/2016,10780.35,-0.08
02/03/2016,10968.14,1.74
03/03/2016,10962.39,-0.05
04/03/2016,10919.62,-0.39
07/03/2016,10972.71,0.49
08/03/2016,10914.47,-0.53
09/03/2016,10899.23,-0.14
10/03/2016,11005.49,0.97
11/03/2016,10963.9,-0.38
14/03/2016,10962.88,-0.01
15/03/2016,10936.81,-0.24
16/03/2016,11059.79,1.12
17/03/2016,10960.12,-0.9
18/03/2016,11046.26,0.79
21/03/2016,11116.18,0.63
22/03/2016,11272.91,1.41
23/03/2016,11277.34,0.04
24/03/2016,11216.66,-0.54
25/03/2016,11193.06,-0.21
28/03/2016,11217.84,0.22
29/03/2016,11099.99,-1.05
30/03/2016,11072.45,-0.25
31/03/2016,11126.71,0.49
01/04/2016,11089.48,-0.33
04/04/2016,11187.91,0.89
05/04/2016,11153.37,-0.31
06/04/2016,11180.37,0.24
07/04/2016,11143.96,-0.33
08/04/2016,11002.92,-1.27
11/04/2016,11042.84,0.36
12/04/2016,11071.99,0.26
13/04/2016,11126.46,0.49
14/04/2016,11074.25,-0.47
15/04/2016,11143.85,0.63
18/04/2016,11067.29,-0.69
19/04/2016,11054.23,-0.12
20/04/2016,11096.43,0.38
21/04/2016,11047.87,-0.44
22/04/2016,11094.65,0.42
25/04/2016,11038.85,-0.5
26/04/2016,11115.79,0.7
27/04/2016,11201.95,0.78
28/04/2016,11324.09,1.09
29/04/2016,11628.4,2.69
02/05/2016,11489.73,-1.19
03/05/2016,11532.6,0.37
04/05/2016,11599.34,0.58
05/05/2016,11693.07,0.81
06/05/2016,11658.82,-0.29
09/05/2016,11732.62,0.63
10/05/2016,11718.88,-0.12
11/05/2016,11773.92,0.47
12/05/2016,11678.95,-0.81
13/05/2016,11581.32,-0.84
16/05/2016,11395.4,-1.61
17/05/2016,11429.61,0.3
18/05/2016,11508.6,0.69
19/05/2016,11494.56,-0.12
20/05/2016,11513.83,0.17
23/05/2016,11446.59,-0.58
24/05/2016,11433.48,-0.11
25/05/2016,11411.07,-0.2
26/05/2016,11462.2,0.45
27/05/2016,11472.1,0.09
30/05/2016,11529.67,0.5
31/05/2016,11465.24,-0.56
01/06/2016,11487.46,0.19
02/06/2016,11505.22,0.15
03/06/2016,11527.68,0.2
06/06/2016,11519.28,-0.07
07/06/2016,11481.98,-0.32
08/06/2016,11518.76,0.32
09/06/2016,11390.89,-1.11
10/06/2016,11486.03,0.84
13/06/2016,11370.82,-1.0
14/06/2016,11386.04,0.13
15/06/2016,11424.83,0.34
16/06/2016,11406.04,-0.16
17/06/2016,11463.91,0.51
20/06/2016,11358.43,-0.92
21/06/2016,11410.1,0.45
22/06/2016,11184.08,-1.98
23/06/2016,11315.33,1.17
24/06/2016,11320.62,0.05
27/06/2016,11220.28,-0.89
28/06/2016,11282.2,0.55
29/06/2016,11162.72,-1.06
30/06/2016,11224.04,0.55
01/07/2016,11224.0,0.0
04/07/2016,11276.08,0.46
05/07/2016,11309.8,0.3
11/07/2016,11268.38,-0.37
12/07/2016,11250.34,-0.16
13/07/2016,11272.0,0.19
14/07/2016,11416.16,1.28
15/07/2016,11491.44,0.66
18/07/2016,11405.76,-0.75
19/07/2016,11502.97,0.85
20/07/2016,11328.29,-1.52
21/07/2016,11340.93,0.11
22/07/2016,11329.05,-0.1
25/07/2016,11304.45,-0.22
26/07/2016,11433.9,1.15
27/07/2016,11335.45,-0.86
28/07/2016,11375.66,0.35
29/07/2016,11339.37,-0.32
01/08/2016,11324.81,-0.13
02/08/2016,11413.58,0.78
03/08/2016,11409.7,-0.03
04/08/2016,11363.78,-0.4
05/08/2016,11334.58,-0.26
08/08/2016,11487.44,1.35
09/08/2016,11422.7,-0.56
10/08/2016,11395.86,-0.24
11/08/2016,11406.07,0.09
12/08/2016,11465.48,0.52
15/08/2016,11392.44,-0.64
16/08/2016,11402.52,0.09
17/08/2016,11408.65,0.05
18/08/2016,11410.22,0.01
19/08/2016,11502.63,0.81
22/08/2016,11421.51,-0.71
23/08/2016,11343.26,-0.69
24/08/2016,11350.18,0.06
25/08/2016,11400.67,0.44
26/08/2016,11426.71,0.23
29/08/2016,11419.6,-0.06
30/08/2016,11387.43,-0.28
31/08/2016,11326.35,-0.54
01/09/2016,11355.42,0.26
02/09/2016,11432.58,0.68
05/09/2016,11401.68,-0.27
06/09/2016,11371.62,-0.26
07/09/2016,11390.88,0.17
08/09/2016,11472.71,0.72
09/09/2016,11520.78,0.42
14/09/2016,11480.63,-0.35
15/09/2016,11462.97,-0.15
16/09/2016,11502.19,0.34
19/09/2016,11490.74,-0.1
20/09/2016,11497.7,0.06
21/09/2016,11480.87,-0.15
22/09/2016,11483.78,0.03
23/09/2016,11514.84,0.27
26/09/2016,11524.3,0.08
27/09/2016,11496.12,-0.24
28/09/2016,11453.81,-0.37
29/09/2016,11473.89,0.18
30/09/2016,11468.58,-0.05
04/10/2016,11488.94,0.18
05/10/2016,11684.59,1.7
06/10/2016,11714.91,0.26
07/10/2016,11860.61,1.24
10/10/2016,11859.09,-0.01
11/10/2016,11833.71,-0.21
12/10/2016,11841.83,0.07
13/10/2016,11812.4,-0.25
14/10/2016,11806.36,-0.05
17/10/2016,11840.99,0.29
18/10/2016,11858.26,0.15
19/10/2016,11806.56,-0.44
20/10/2016,11837.19,0.26
21/10/2016,11855.75,0.16
24/10/2016,11828.04,-0.23
25/10/2016,11796.61,-0.27
26/10/2016,11793.35,-0.03
27/10/2016,11787.02,-0.05
28/10/2016,11987.98,1.7
31/10/2016,12260.39,2.27
01/11/2016,12239.18,-0.17
02/11/2016,12296.31,0.47
03/11/2016,12216.48,-0.65
04/11/2016,12033.71,-1.5
07/11/2016,12038.34,0.04
08/11/2016,12030.21,-0.07
09/11/2016,12056.39,0.22
10/11/2016,12074.72,0.15
11/11/2016,12086.13,0.09
14/11/2016,12123.21,0.31
15/11/2016,12131.81,0.07
16/11/2016,12216.49,0.7
17/11/2016,12181.25,-0.29
21/11/2016,12094.53,-0.71
22/11/2016,12103.43,0.07
23/11/2016,12108.77,0.04
24/11/2016,12122.58,0.11
25/11/2016,12158.41,0.3
28/11/2016,12204.75,0.38
29/11/2016,12165.06,-0.33
30/11/2016,12167.35,0.02
01/12/2016,12183.24,0.13
02/12/2016,12147.77,-0.29
05/12/2016,12188.98,0.34
06/12/2016,12160.43,-0.23
07/12/2016,12239.05,0.65
08/12/2016,12330.07,0.74
09/12/2016,12571.8,1.96
14/12/2016,12573.63,0.01
15/12/2016,12558.02,-0.12
16/12/2016,12764.07,1.64
19/12/2016,13100.14,2.63
20/12/2016,12985.58,-0.87
21/12/2016,12876.94,-0.84
22/12/2016,13056.11,1.39
23/12/2016,13569.42,3.93
26/12/2016,13426.63,-1.05
27/12/2016,13226.79,-1.49
28/12/2016,13175.31,-0.39
29/12/2016,13107.52,-0.51
30/12/2016,13309.44,1.54
02/01/2017,13163.4,-1.1
03/01/2017,13227.48,0.49
04/01/2017,13361.75,1.02
05/01/2017,13770.29,3.06
06/01/2017,14147.98,2.74
09/01/2017,14482.6,2.37
10/01/2017,14584.25,0.7
12/01/2017,14566.95,-0.12
13/01/2017,14478.17,-0.61
16/01/2017,14220.04,-1.78
17/01/2017,13749.69,-3.31
18/01/2017,13849.61,0.73
19/01/2017,13946.07,0.7
20/01/2017,14071.84,0.9
23/01/2017,13892.15,-1.28
24/01/2017,13838.62,-0.39
25/01/2017,13978.65,1.01
26/01/2017,13837.12,-1.01
27/01/2017,13877.0,0.29
30/01/2017,13786.89,-0.65
31/01/2017,13338.15,-3.25
01/02/2017,13272.71,-0.49
02/02/2017,13485.06,1.6
03/02/2017,13617.69,0.98
06/02/2017,13685.55,0.5
07/02/2017,13621.62,-0.47
08/02/2017,13709.13,0.64
09/02/2017,13698.32,-0.08
10/02/2017,13580.99,-0.86
13/02/2017,13817.24,1.74
14/02/2017,13628.23,-1.37
15/02/2017,13635.21,0.05
16/02/2017,13663.15,0.2
17/02/2017,13524.39,-1.02
20/02/2017,13504.36,-0.15
21/02/2017,13551.83,0.35
22/02/2017,13177.99,-2.76
23/02/2017,12830.61,-2.64
24/02/2017,13059.37,1.78
27/02/2017,12996.77,-0.48
28/02/2017,13052.2,0.43
01/03/2017,13076.15,0.18
02/03/2017,13176.63,0.77
03/03/2017,13148.56,-0.21
06/03/2017,13229.17,0.61
07/03/2017,13108.93,-0.91
08/03/2017,13085.1,-0.18
09/03/2017,13068.49,-0.13
10/03/2017,13072.28,0.03
13/03/2017,13073.24,0.01
14/03/2017,13130.85,0.44
15/03/2017,13159.78,0.22
16/03/2017,13088.08,-0.54
17/03/2017,13173.78,0.65
20/03/2017,13176.29,0.02
21/03/2017,13171.78,-0.03
22/03/2017,13103.58,-0.52
23/03/2017,12898.81,-1.56
24/03/2017,12943.94,0.35
27/03/2017,12879.1,-0.5
28/03/2017,12928.49,0.38
29/03/2017,12927.1,-0.01
30/03/2017,12808.52,-0.92
31/03/2017,12636.83,-1.34
03/04/2017,12641.71,0.04
04/04/2017,12661.04,0.15
05/04/2017,12698.42,0.3
06/04/2017,12598.96,-0.78
07/04/2017,12571.85,-0.22
10/04/2017,12575.24,0.03
11/04/2017,12589.81,0.12
12/04/2017,12571.85,-0.14
13/04/2017,12521.29,-0.4
14/04/2017,12502.07,-0.15
17/04/2017,12514.63,0.1
18/04/2017,12565.38,0.41
19/04/2017,12590.14,0.2
20/04/2017,12571.65,-0.15
21/04/2017,12535.61,-0.29
24/04/2017,12522.12,-0.11
25/04/2017,12497.24,-0.2
26/04/2017,12536.78,0.32
27/04/2017,12754.46,1.74
28/04/2017,12913.96,1.25
02/05/2017,13201.94,2.23
03/05/2017,13265.72,0.48
04/05/2017,13216.08,-0.37
05/05/2017,13090.55,-0.95
08/05/2017,13113.64,0.18
09/05/2017,13011.56,-0.78
10/05/2017,13021.07,0.07
11/05/2017,12980.09,-0.31
12/05/2017,12994.8,0.11
15/05/2017,13011.64,0.13
16/05/2017,13044.07,0.25
17/05/2017,13034.23,-0.08
18/05/2017,13144.06,0.84
19/05/2017,13169.65,0.19
22/05/2017,13014.57,-1.18
23/05/2017,13186.57,1.32
24/05/2017,13127.12,-0.45
25/05/2017,13039.27,-0.67
26/05/2017,13073.69,0.26
29/05/2017,13059.46,-0.11
30/05/2017,13139.63,0.61
31/05/2017,13135.37,-0.03
01/06/2017,13156.06,0.16
02/06/2017,13155.96,0.0
05/06/2017,13202.02,0.35
06/06/2017,13308.17,0.8
07/06/2017,13578.75,2.03
08/06/2017,13565.09,-0.1
09/06/2017,13419.4,-1.07
12/06/2017,13378.06,-0.31
13/06/2017,13458.65,0.6
14/06/2017,13515.38,0.42
15/06/2017,13562.16,0.35
16/06/2017,13551.34,-0.08
19/06/2017,13675.86,0.92
20/06/2017,13588.24,-0.64
21/06/2017,13622.98,0.26
22/06/2017,13742.84,0.88
23/06/2017,13819.38,0.56
28/06/2017,13914.62,0.69
29/06/2017,13864.88,-0.36
30/06/2017,13766.33,-0.71
03/07/2017,13797.05,0.22
04/07/2017,13767.31,-0.22
05/07/2017,13901.98,0.98
06/07/2017,13847.68,-0.39
07/07/2017,13921.99,0.54
10/07/2017,13788.84,-0.96
11/07/2017,13936.16,1.07
12/07/2017,13919.91,-0.12
13/07/2017,13844.52,-0.54
14/07/2017,13760.05,-0.61
17/07/2017,13751.54,-0.06
18/07/2017,13783.52,0.23
19/07/2017,13733.84,-0.36
20/07/2017,13704.4,-0.21
21/07/2017,13639.22,-0.48
24/07/2017,13713.86,0.55
25/07/2017,13742.22,0.21
26/07/2017,13803.76,0.45
27/07/2017,13803.53,0.0
28/07/2017,13852.52,0.35
31/07/2017,13750.97,-0.73
01/08/2017,13728.66,-0.16
02/08/2017,13843.22,0.83
03/08/2017,13745.45,-0.71
04/08/2017,13762.81,0.13
07/08/2017,13775.99,0.1
08/08/2017,13867.16,0.66
09/08/2017,13771.75,-0.69
10/08/2017,13769.17,-0.02
11/08/2017,13803.02,0.25
15/08/2017,13701.26,-0.74
16/08/2017,13770.21,0.5
17/08/2017,13739.13,-0.23
18/08/2017,13648.61,-0.66
22/08/2017,13537.03,-0.82
23/08/2017,13533.95,-0.02
24/08/2017,13532.27,-0.01
25/08/2017,13550.76,0.14
28/08/2017,13621.99,0.53
29/08/2017,13625.34,0.02
30/08/2017,13765.1,1.03
31/08/2017,13805.41,0.29
04/09/2017,13762.64,-0.31
05/09/2017,13843.12,0.58
06/09/2017,13855.77,0.09
07/09/2017,14090.51,1.69
08/09/2017,14123.07,0.23
11/09/2017,14454.72,2.35
12/09/2017,14509.18,0.38
13/09/2017,14574.39,0.45
14/09/2017,14567.46,-0.05
15/09/2017,14495.45,-0.49
18/09/2017,14462.26,-0.23
19/09/2017,14333.79,-0.89
20/09/2017,14135.72,-1.38
21/09/2017,14056.09,-0.56
25/09/2017,14264.11,1.48
26/09/2017,14304.74,0.28
27/09/2017,14292.12,-0.09
28/09/2017,14294.34,0.02
29/09/2017,14209.72,-0.59
02/10/2017,14306.1,0.68
03/10/2017,14315.36,0.06
04/10/2017,14615.55,2.1
05/10/2017,14604.16,-0.08
06/10/2017,14510.36,-0.64
09/10/2017,14509.42,-0.01
10/10/2017,14516.23,0.05
11/10/2017,14525.67,0.07
12/10/2017,14531.09,0.04
13/10/2017,14637.43,0.73
16/10/2017,14493.32,-0.98
17/10/2017,14488.8,-0.03
18/10/2017,14604.6,0.8
19/10/2017,14589.36,-0.1
20/10/2017,14501.98,-0.6
23/10/2017,14528.24,0.18
24/10/2017,14608.36,0.55
25/10/2017,14585.11,-0.16
26/10/2017,14555.76,-0.2
27/10/2017,14574.49,0.13
30/10/2017,14458.84,-0.79
31/10/2017,14456.56,-0.02
01/11/2017,14444.18,-0.09
02/11/2017,14443.64,0.0
03/11/2017,14500.7,0.4
07/11/2017,14460.39,-0.28
08/11/2017,14448.21,-0.08
09/11/2017,14515.95,0.47
10/11/2017,14616.67,0.69
13/11/2017,14721.69,0.72
14/11/2017,14716.76,-0.03
15/11/2017,14744.86,0.19
16/11/2017,14754.63,0.07
17/11/2017,14740.47,-0.1
20/11/2017,14697.55,-0.29
21/11/2017,14708.04,0.07
22/11/2017,14645.7,-0.42
23/11/2017,14627.19,-0.13
24/11/2017,14633.08,0.04
27/11/2017,14848.08,1.47
28/11/2017,14942.82,0.64
29/11/2017,14977.86,0.23
30/11/2017,14862.45,-0.77
04/12/2017,14777.63,-0.57
05/12/2017,14697.48,-0.54
06/12/2017,14491.66,-1.4
07/12/2017,14530.24,0.27
08/12/2017,14569.72,0.27
11/12/2017,14517.8,-0.36
12/12/2017,14758.68,1.66
13/12/2017,14624.61,-0.91
14/12/2017,14672.72,0.33
15/12/2017,14614.51,-0.4
18/12/2017,14553.42,-0.42
19/12/2017,14481.72,-0.49
20/12/2017,14457.23,-0.17
21/12/2017,14455.43,-0.01
22/12/2017,14378.16,-0.53
25/12/2017,14461.08,0.58
26/12/2017,14491.31,0.21
27/12/2017,14519.4,0.19
28/12/2017,14562.73,0.3
29/12/2017,14620.56,0.4
02/01/2018,14553.34,-0.46
03/01/2018,14568.51,0.1
04/01/2018,14509.92,-0.4
05/01/2018,14622.08,0.77
08/01/2018,14570.12,-0.36
09/01/2018,14629.83,0.41
10/01/2018,14689.54,0.41
12/01/2018,14879.06,1.29
15/01/2018,15098.72,1.48
16/01/2018,15005.96,-0.61
17/01/2018,14950.95,-0.37
18/01/2018,14926.84,-0.16
19/01/2018,15054.61,0.86
22/01/2018,15081.82,0.18
23/01/2018,14956.03,-0.83
24/01/2018,14984.18,0.19
25/01/2018,15174.45,1.27
26/01/2018,15088.43,-0.57
29/01/2018,15087.63,-0.01
30/01/2018,15141.63,0.36
31/01/2018,15163.27,0.14
01/02/2018,15545.22,2.52
02/02/2018,15488.89,-0.36
05/02/2018,15399.6,-0.58
06/02/2018,15214.48,-1.2
07/02/2018,15070.87,-0.94
08/02/2018,15245.78,1.16
09/02/2018,15197.07,-0.32
12/02/2018,15105.02,-0.61
13/02/2018,15331.52,1.5
14/02/2018,15205.32,-0.82
15/02/2018,15371.43,1.09
16/02/2018,15399.67,0.18
19/02/2018,15425.78,0.17
20/02/2018,15412.12,-0.09
21/02/2018,15449.69,0.24
22/02/2018,15516.64,0.43
23/02/2018,15616.05,0.64
26/02/2018,15390.83,-1.44
27/02/2018,15396.25,0.04
28/02/2018,15396.22,0.0
01/03/2018,15437.05,0.27
02/03/2018,15407.95,-0.19
05/03/2018,15447.75,0.26
06/03/2018,15504.35,0.37
07/03/2018,15456.39,-0.31
08/03/2018,15699.61,1.57
09/03/2018,15707.05,0.05
12/03/2018,15676.04,-0.2
13/03/2018,15553.29,-0.78
14/03/2018,15523.65,-0.19
15/03/2018,15497.97,-0.17
16/03/2018,15531.4,0.22
19/03/2018,15546.52,0.1
20/03/2018,15534.13,-0.08
21/03/2018,15249.12,-1.83
22/03/2018,15328.67,0.52
23/03/2018,15334.12,0.04
26/03/2018,15379.54,0.3
27/03/2018,15273.56,-0.69
28/03/2018,15241.39,-0.21
29/03/2018,15119.04,-0.8
30/03/2018,15206.7,0.58
02/04/2018,15127.13,-0.52
03/04/2018,14965.83,-1.07
04/04/2018,15090.43,0.83
05/04/2018,14956.96,-0.88
06/04/2018,14966.94,0.07
09/04/2018,15082.78,0.77
10/04/2018,15057.38,-0.17
11/04/2018,15055.14,-0.01
12/04/2018,15040.33,-0.1
13/04/2018,15159.83,0.79
16/04/2018,14980.78,-1.18
17/04/2018,15076.59,0.64
18/04/2018,14965.88,-0.73
19/04/2018,15081.97,0.78
20/04/2018,15144.49,0.41
23/04/2018,15091.33,-0.35
24/04/2018,15029.3,-0.41
25/04/2018,15006.9,-0.15
26/04/2018,15016.54,0.06
27/04/2018,15115.18,0.66
30/04/2018,15065.03,-0.33
02/05/2018,15094.94,0.2
03/05/2018,15065.16,-0.2
04/05/2018,15084.4,0.13
07/05/2018,15033.46,-0.34
08/05/2018,14925.47,-0.72
09/05/2018,14974.83,0.33
10/05/2018,14920.74,-0.36
11/05/2018,14892.21,-0.19
14/05/2018,14798.73,-0.63
15/05/2018,14767.24,-0.21
16/05/2018,14734.63,-0.22
17/05/2018,14660.6,-0.5
18/05/2018,14661.64,0.01
21/05/2018,14660.42,-0.01
22/05/2018,14579.6,-0.55
23/05/2018,14520.87,-0.4
24/05/2018,14492.22,-0.2
25/05/2018,14689.69,1.36
28/05/2018,14573.38,-0.79
29/05/2018,14562.9,-0.07
30/05/2018,14529.29,-0.23
31/05/2018,14559.33,0.21
01/06/2018,14568.99,0.07
04/06/2018,14503.01,-0.45
05/06/2018,14548.73,0.32
06/06/2018,14585.05,0.25
07/06/2018,14839.55,1.74
08/06/2018,14764.67,-0.5
11/06/2018,14772.05,0.05
12/06/2018,14777.45,0.04
13/06/2018,14819.65,0.29
14/06/2018,14742.94,-0.52
18/06/2018,14625.52,-0.8
19/06/2018,14543.07,-0.56
20/06/2018,14666.54,0.85
21/06/2018,14362.79,-2.07
22/06/2018,14661.46,2.08
25/06/2018,14489.53,-1.17
26/06/2018,14461.52,-0.19
27/06/2018,14404.23,-0.4
28/06/2018,14447.66,0.3
29/06/2018,14200.46,-1.71
02/07/2018,14220.51,0.14
03/07/2018,13975.65,-1.72
04/07/2018,13958.8,-0.12
05/07/2018,13931.98,-0.19
06/07/2018,13984.78,0.38
09/07/2018,13923.53,-0.44
10/07/2018,13936.08,0.09
11/07/2018,13835.86,-0.72
12/07/2018,13757.37,-0.57
13/07/2018,13683.84,-0.53
16/07/2018,13651.48,-0.24
17/07/2018,13544.62,-0.78
18/07/2018,13409.9,-0.99
19/07/2018,13496.94,0.65
20/07/2018,13643.51,1.09
23/07/2018,13753.42,0.81
24/07/2018,13792.25,0.28
25/07/2018,13830.58,0.28
26/07/2018,14022.04,1.38
27/07/2018,14128.2,0.76
31/07/2018,14074.22,-0.38
01/08/2018,14000.01,-0.53
02/08/2018,14112.77,0.81
03/08/2018,14005.41,-0.76
06/08/2018,13898.23,-0.77
07/08/2018,13941.77,0.31
08/08/2018,13956.66,0.11
09/08/2018,14023.07,0.48
10/08/2018,14029.69,0.05
13/08/2018,13877.54,-1.08
15/08/2018,13946.36,0.5
16/08/2018,13958.91,0.09
17/08/2018,14042.24,0.6
24/08/2018,14025.07,-0.12
27/08/2018,14025.68,0.0
28/08/2018,13993.87,-0.23
29/08/2018,13969.04,-0.18
30/08/2018,13972.26,0.02
31/08/2018,13788.16,-1.32
03/09/2018,13742.12,-0.33
04/09/2018,13784.43,0.31
05/09/2018,13635.6,-1.08
06/09/2018,13513.87,-0.89
07/09/2018,13379.29,-1.0
10/09/2018,13326.88,-0.39
12/09/2018,13338.15,0.08
13/09/2018,13505.02,1.25
14/09/2018,13413.19,-0.68
17/09/2018,13328.83,-0.63
18/09/2018,13451.86,0.92
19/09/2018,13435.59,-0.12
20/09/2018,13557.27,0.91
21/09/2018,13529.31,-0.21
24/09/2018,13420.77,-0.8
25/09/2018,13656.54,1.76
26/09/2018,13754.32,0.72
27/09/2018,13662.22,-0.67
28/09/2018,13583.78,-0.57
01/10/2018,13452.35,-0.97
02/10/2018,13518.28,0.49
03/10/2018,13522.72,0.03
04/10/2018,13477.8,-0.33
05/10/2018,13413.22,-0.48
08/10/2018,13389.0,-0.18
09/10/2018,13514.21,0.94
10/10/2018,13351.67,-1.2
11/10/2018,13307.82,-0.33
12/10/2018,13244.37,-0.48
15/10/2018,13272.29,0.21
16/10/2018,13317.78,0.34
17/10/2018,13240.91,-0.58
18/10/2018,13210.27,-0.23
19/10/2018,13188.86,-0.16
22/10/2018,13276.58,0.67
23/10/2018,13159.32,-0.88
24/10/2018,13106.03,-0.4
25/10/2018,13063.02,-0.33
26/10/2018,13058.89,-0.03
29/10/2018,13054.64,-0.03
30/10/2018,12954.68,-0.77
31/10/2018,12859.31,-0.74
01/11/2018,12800.95,-0.45
02/11/2018,12861.87,0.48
05/11/2018,12802.5,-0.46
07/11/2018,12945.96,1.12
08/11/2018,13100.51,1.19
09/11/2018,13255.78,1.19
12/11/2018,13092.75,-1.23
13/11/2018,13173.84,0.62
14/11/2018,13203.45,0.22
15/11/2018,13229.17,0.19
16/11/2018,13194.67,-0.26
19/11/2018,13242.79,0.36
22/11/2018,13250.63,0.06
23/11/2018,13296.78,0.35
26/11/2018,13350.32,0.4
27/11/2018,13376.76,0.2
28/11/2018,13489.23,0.84
29/11/2018,13398.43,-0.67
30/11/2018,13444.69,0.35
03/12/2018,13615.21,1.27
04/12/2018,13629.98,0.11
05/12/2018,13666.51,0.27
06/12/2018,13528.33,-1.01
07/12/2018,13377.96,-1.11
10/12/2018,13504.55,0.95
11/12/2018,13565.37,0.45
12/12/2018,13408.32,-1.16
13/12/2018,13433.17,0.19
14/12/2018,13284.22,-1.11
17/12/2018,13336.91,0.4
18/12/2018,13314.76,-0.17
19/12/2018,13380.83,0.5
20/12/2018,13351.94,-0.22
21/12/2018,13335.02,-0.13
24/12/2018,13316.83,-0.14
25/12/2018,13367.36,0.38
26/12/2018,13392.82,0.19
27/12/2018,13401.58,0.07
28/12/2018,13262.66,-1.04
31/12/2018,13531.98,2.03
02/01/2019,13502.54,-0.22
03/01/2019,13319.67,-1.35
04/01/2019,13330.25,0.08
07/01/2019,13214.05,-0.87
08/01/2019,13095.09,-0.9
