S̩ance,Instrument,Variation
26/05/2005,3407.52,0.15
27/05/2005,3453.76,1.36
30/05/2005,3458.67,0.14
31/05/2005,3493.56,1.01
01/06/2005,3472.32,-0.61
02/06/2005,3450.77,-0.62
03/06/2005,3422.66,-0.81
06/06/2005,3431.18,0.25
07/06/2005,3431.74,0.02
08/06/2005,3443.55,0.34
09/06/2005,3428.82,-0.43
10/06/2005,3434.64,0.17
13/06/2005,3429.83,-0.14
14/06/2005,3432.21,0.07
15/06/2005,3419.21,-0.38
16/06/2005,3428.04,0.26
17/06/2005,3424.62,-0.1
20/06/2005,3417.11,-0.22
21/06/2005,3414.01,-0.09
22/06/2005,3422.1,0.24
23/06/2005,3417.47,-0.14
24/06/2005,3425.46,0.23
27/06/2005,3421.94,-0.1
28/06/2005,3420.04,-0.06
29/06/2005,3420.39,0.01
30/06/2005,3444.89,0.72
01/07/2005,3441.04,-0.11
04/07/2005,3399.79,-1.2
05/07/2005,3398.5,-0.04
06/07/2005,3398.5,0.0
07/07/2005,3362.19,-1.07
08/07/2005,3370.34,0.24
11/07/2005,3376.21,0.17
12/07/2005,3390.09,0.41
13/07/2005,3423.33,0.98
14/07/2005,3432.55,0.27
15/07/2005,3477.72,1.32
18/07/2005,3527.88,1.44
19/07/2005,3545.32,0.49
20/07/2005,3561.66,0.46
21/07/2005,3608.6,1.32
22/07/2005,3636.52,0.77
25/07/2005,3550.13,-2.38
26/07/2005,3575.58,0.72
27/07/2005,3561.37,-0.4
28/07/2005,3627.38,1.85
29/07/2005,3608.6,-0.52
01/08/2005,3609.06,0.01
02/08/2005,3566.31,-1.18
03/08/2005,3565.76,-0.02
04/08/2005,3609.3,1.22
05/08/2005,3672.74,1.76
08/08/2005,3681.16,0.23
09/08/2005,3702.56,0.58
10/08/2005,3702.45,0.0
11/08/2005,3698.89,-0.1
12/08/2005,3720.67,0.59
15/08/2005,3734.56,0.37
16/08/2005,3743.7,0.24
17/08/2005,3761.77,0.48
18/08/2005,3709.35,-1.39
19/08/2005,3745.4,0.97
22/08/2005,3756.97,0.31
23/08/2005,3762.89,0.16
24/08/2005,3826.68,1.7
25/08/2005,3795.03,-0.83
26/08/2005,3763.32,-0.84
29/08/2005,3760.84,-0.07
30/08/2005,3767.93,0.19
31/08/2005,3773.66,0.15
01/09/2005,3766.8,-0.18
02/09/2005,3777.04,0.27
05/09/2005,3785.52,0.22
06/09/2005,3762.57,-0.61
07/09/2005,3733.53,-0.77
08/09/2005,3718.47,-0.4
09/09/2005,3686.84,-0.85
12/09/2005,3695.04,0.22
13/09/2005,3747.33,1.42
14/09/2005,3747.36,0.0
15/09/2005,3746.24,-0.03
16/09/2005,3742.27,-0.11
19/09/2005,3734.08,-0.22
20/09/2005,3738.91,0.13
21/09/2005,3752.65,0.37
22/09/2005,3747.13,-0.15
23/09/2005,3761.4,0.38
26/09/2005,3802.57,1.09
27/09/2005,3772.46,-0.79
28/09/2005,3772.91,0.01
29/09/2005,3765.3,-0.2
30/09/2005,3765.98,0.02
03/10/2005,3766.59,0.02
04/10/2005,3806.08,1.05
05/10/2005,3816.91,0.28
06/10/2005,3804.46,-0.33
07/10/2005,3815.07,0.28
10/10/2005,3831.5,0.43
11/10/2005,3842.38,0.28
12/10/2005,3843.46,0.03
13/10/2005,3868.02,0.64
14/10/2005,3902.12,0.88
17/10/2005,3939.14,0.95
18/10/2005,3928.66,-0.27
19/10/2005,3941.12,0.32
20/10/2005,3927.63,-0.34
21/10/2005,3900.38,-0.69
24/10/2005,3903.22,0.07
25/10/2005,3918.37,0.39
26/10/2005,3945.36,0.69
27/10/2005,3954.19,0.22
28/10/2005,3955.71,0.04
31/10/2005,4021.33,1.66
01/11/2005,4062.64,1.03
02/11/2005,4116.51,1.33
03/11/2005,4116.9,0.01
07/11/2005,4105.12,-0.29
08/11/2005,4102.21,-0.07
09/11/2005,4093.73,-0.21
10/11/2005,4057.86,-0.88
11/11/2005,4060.08,0.05
14/11/2005,4093.71,0.83
15/11/2005,4128.34,0.85
21/11/2005,4078.21,-1.21
22/11/2005,4125.42,1.16
23/11/2005,4118.52,-0.17
24/11/2005,4111.09,-0.18
25/11/2005,4141.29,0.73
28/11/2005,4167.45,0.63
29/11/2005,4162.25,-0.12
30/11/2005,4128.63,-0.81
01/12/2005,4138.03,0.23
02/12/2005,4134.7,-0.08
05/12/2005,4099.27,-0.86
06/12/2005,4112.25,0.32
07/12/2005,4102.15,-0.25
08/12/2005,4022.51,-1.94
09/12/2005,4088.84,1.65
12/12/2005,4053.82,-0.86
13/12/2005,4073.15,0.48
14/12/2005,4081.15,0.2
15/12/2005,4069.39,-0.29
16/12/2005,4096.22,0.66
19/12/2005,4106.64,0.25
20/12/2005,4117.89,0.27
21/12/2005,4094.92,-0.56
22/12/2005,4116.74,0.53
23/12/2005,4111.99,-0.12
26/12/2005,4105.62,-0.15
27/12/2005,4088.27,-0.42
28/12/2005,4119.96,0.78
29/12/2005,4144.02,0.58
30/12/2005,4138.34,-0.14
02/01/2006,4095.07,-1.05
03/01/2006,4153.48,1.43
04/01/2006,4179.93,0.64
05/01/2006,4209.31,0.7
06/01/2006,4205.22,-0.1
09/01/2006,4257.1,1.23
10/01/2006,4414.13,3.69
13/01/2006,4524.41,2.5
16/01/2006,4534.53,0.22
17/01/2006,4481.64,-1.17
18/01/2006,4406.84,-1.67
19/01/2006,4481.45,1.69
20/01/2006,4561.06,1.78
23/01/2006,4609.66,1.07
24/01/2006,4645.72,0.78
25/01/2006,4682.67,0.8
26/01/2006,4734.68,1.11
27/01/2006,4880.93,3.09
30/01/2006,5093.63,4.36
01/02/2006,5309.81,4.24
02/02/2006,5226.67,-1.57
03/02/2006,5154.87,-1.37
06/02/2006,5225.22,1.36
07/02/2006,5388.72,3.13
08/02/2006,5400.81,0.22
09/02/2006,5532.1,2.43
10/02/2006,5584.62,0.95
13/02/2006,5546.64,-0.68
14/02/2006,5312.13,-4.23
15/02/2006,5475.84,3.08
16/02/2006,5547.37,1.31
17/02/2006,5518.72,-0.52
20/02/2006,5609.09,1.64
21/02/2006,5626.62,0.31
22/02/2006,5635.83,0.16
23/02/2006,5656.17,0.36
24/02/2006,5458.56,-3.49
27/02/2006,5382.88,-1.39
28/02/2006,5309.7,-1.36
01/03/2006,5345.8,0.68
02/03/2006,5374.28,0.53
03/03/2006,5466.58,1.72
06/03/2006,5503.66,0.68
07/03/2006,5554.52,0.92
08/03/2006,5395.06,-2.87
09/03/2006,5357.42,-0.7
10/03/2006,5392.3,0.65
13/03/2006,5327.84,-1.2
14/03/2006,5226.93,-1.89
15/03/2006,5208.45,-0.35
16/03/2006,5423.57,4.13
17/03/2006,5428.88,0.1
20/03/2006,5414.64,-0.26
21/03/2006,5393.9,-0.38
22/03/2006,5479.63,1.59
23/03/2006,5533.98,0.99
24/03/2006,5565.9,0.58
27/03/2006,5663.98,1.76
28/03/2006,5747.88,1.48
29/03/2006,5797.75,0.87
30/03/2006,5721.57,-1.31
31/03/2006,5819.61,1.71
03/04/2006,5851.54,0.55
04/04/2006,5995.77,2.46
05/04/2006,6054.0,0.97
06/04/2006,5993.41,-1.0
07/04/2006,6030.09,0.61
10/04/2006,6103.26,1.21
13/04/2006,6138.81,0.58
14/04/2006,6047.83,-1.48
17/04/2006,5975.86,-1.19
18/04/2006,5956.83,-0.32
19/04/2006,6060.06,1.73
20/04/2006,6137.45,1.28
21/04/2006,6227.79,1.47
24/04/2006,6312.13,1.35
25/04/2006,6374.81,0.99
26/04/2006,6418.12,0.68
27/04/2006,6516.44,1.53
28/04/2006,6512.65,-0.06
02/05/2006,6461.64,-0.78
03/05/2006,6511.3,0.77
04/05/2006,6637.17,1.93
05/05/2006,6746.35,1.64
08/05/2006,7021.75,4.08
09/05/2006,7078.3,0.81
10/05/2006,6751.62,-4.62
11/05/2006,6675.02,-1.13
12/05/2006,6747.14,1.08
15/05/2006,6668.08,-1.17
16/05/2006,6551.89,-1.74
17/05/2006,6494.71,-0.87
18/05/2006,6431.67,-0.97
19/05/2006,6323.52,-1.68
22/05/2006,6064.09,-4.1
23/05/2006,5846.03,-3.6
24/05/2006,5938.53,1.58
25/05/2006,5868.29,-1.18
26/05/2006,5824.43,-0.75
29/05/2006,5736.99,-1.5
30/05/2006,5740.15,0.05
31/05/2006,5918.74,3.11
01/06/2006,5992.29,1.24
02/06/2006,6039.13,0.78
05/06/2006,6059.79,0.34
06/06/2006,5958.26,-1.68
07/06/2006,5861.08,-1.63
08/06/2006,5790.09,-1.21
09/06/2006,5651.77,-2.39
12/06/2006,5658.89,0.13
13/06/2006,5510.42,-2.62
14/06/2006,5572.6,1.13
15/06/2006,5688.87,2.09
16/06/2006,5750.69,1.09
19/06/2006,5759.47,0.15
20/06/2006,5745.03,-0.25
21/06/2006,5754.94,0.17
22/06/2006,5695.67,-1.03
23/06/2006,5661.03,-0.61
26/06/2006,5575.98,-1.5
27/06/2006,5601.49,0.46
28/06/2006,5668.32,1.19
29/06/2006,5745.57,1.36
30/06/2006,5853.85,1.88
03/07/2006,5830.82,-0.39
04/07/2006,5968.99,2.37
05/07/2006,6027.47,0.98
06/07/2006,6049.57,0.37
07/07/2006,6022.04,-0.46
10/07/2006,5911.46,-1.84
11/07/2006,5896.68,-0.25
12/07/2006,5904.44,0.13
13/07/2006,5912.55,0.14
14/07/2006,5937.57,0.42
17/07/2006,5927.18,-0.17
18/07/2006,5924.39,-0.05
19/07/2006,5841.86,-1.39
20/07/2006,5827.88,-0.24
21/07/2006,5825.59,-0.04
24/07/2006,5805.2,-0.35
25/07/2006,5812.23,0.12
26/07/2006,5759.24,-0.91
27/07/2006,5739.82,-0.34
28/07/2006,5741.71,0.03
31/07/2006,5733.25,-0.15
01/08/2006,5750.18,0.3
02/08/2006,5753.14,0.05
03/08/2006,5752.93,0.0
04/08/2006,5755.02,0.04
07/08/2006,5787.83,0.57
08/08/2006,5967.71,3.11
09/08/2006,6029.84,1.04
10/08/2006,6022.92,-0.11
11/08/2006,6007.42,-0.26
15/08/2006,6026.03,0.31
16/08/2006,6100.55,1.24
17/08/2006,6066.52,-0.56
18/08/2006,6088.11,0.36
22/08/2006,6081.88,-0.1
23/08/2006,6098.29,0.27
24/08/2006,6169.08,1.16
25/08/2006,6192.69,0.38
28/08/2006,6288.26,1.54
29/08/2006,6248.14,-0.64
30/08/2006,6288.22,0.64
31/08/2006,6287.18,-0.02
01/09/2006,6287.87,0.01
04/09/2006,6266.06,-0.35
05/09/2006,6347.17,1.29
06/09/2006,6437.69,1.43
07/09/2006,6547.37,1.7
08/09/2006,6577.42,0.46
11/09/2006,6534.97,-0.65
12/09/2006,6496.85,-0.58
13/09/2006,6516.58,0.3
14/09/2006,6482.11,-0.53
15/09/2006,6372.8,-1.69
18/09/2006,6376.17,0.05
19/09/2006,6395.73,0.31
20/09/2006,6359.41,-0.57
21/09/2006,6393.02,0.53
22/09/2006,6420.55,0.43
25/09/2006,6429.26,0.14
26/09/2006,6394.8,-0.54
27/09/2006,6356.22,-0.6
28/09/2006,6445.69,1.41
29/09/2006,6432.08,-0.21
02/10/2006,6479.58,0.74
03/10/2006,6484.82,0.08
04/10/2006,6443.4,-0.64
05/10/2006,6327.01,-1.81
06/10/2006,6360.75,0.53
09/10/2006,6377.56,0.26
10/10/2006,6354.79,-0.36
11/10/2006,6332.17,-0.36
12/10/2006,6304.37,-0.44
13/10/2006,6278.94,-0.4
16/10/2006,6189.35,-1.43
17/10/2006,6277.97,1.43
18/10/2006,6286.2,0.13
19/10/2006,6348.15,0.99
20/10/2006,6334.16,-0.22
23/10/2006,6382.82,0.77
26/10/2006,6370.04,-0.2
27/10/2006,6384.7,0.23
30/10/2006,6501.66,1.83
31/10/2006,6636.96,2.08
01/11/2006,6626.48,-0.16
02/11/2006,6657.11,0.46
03/11/2006,6836.98,2.7
07/11/2006,6974.22,2.01
08/11/2006,6994.32,0.29
09/11/2006,6777.24,-3.1
10/11/2006,6743.36,-0.5
13/11/2006,6907.64,2.44
14/11/2006,6989.82,1.19
15/11/2006,6933.69,-0.8
16/11/2006,6835.1,-1.42
17/11/2006,6847.76,0.19
20/11/2006,6847.41,-0.01
21/11/2006,6835.77,-0.17
22/11/2006,6886.64,0.74
23/11/2006,6945.4,0.85
24/11/2006,7159.75,3.09
27/11/2006,7230.02,0.98
28/11/2006,7025.37,-2.83
29/11/2006,7127.72,1.46
30/11/2006,7167.54,0.56
01/12/2006,7255.71,1.23
04/12/2006,7273.84,0.25
05/12/2006,7286.82,0.18
06/12/2006,7361.93,1.03
07/12/2006,7497.49,1.84
08/12/2006,7647.2,2.0
11/12/2006,7810.97,2.14
12/12/2006,8027.95,2.78
13/12/2006,8352.26,4.04
14/12/2006,7968.01,-4.6
15/12/2006,7833.73,-1.69
18/12/2006,7861.18,0.35
19/12/2006,7725.95,-1.72
20/12/2006,7510.67,-2.79
21/12/2006,7572.99,0.83
22/12/2006,7770.6,2.61
25/12/2006,7843.26,0.94
26/12/2006,7762.1,-1.03
27/12/2006,7807.53,0.59
28/12/2006,7757.99,-0.63
29/12/2006,7764.52,0.08
02/01/2007,7788.69,0.31
03/01/2007,7826.4,0.48
04/01/2007,8019.52,2.47
05/01/2007,8164.72,1.81
08/01/2007,8184.13,0.24
09/01/2007,8112.25,-0.88
10/01/2007,8096.07,-0.2
12/01/2007,8089.3,-0.08
15/01/2007,8097.75,0.1
16/01/2007,8216.78,1.47
17/01/2007,8173.58,-0.53
18/01/2007,8220.55,0.57
19/01/2007,8118.53,-1.24
22/01/2007,8115.01,-0.04
23/01/2007,8135.97,0.26
24/01/2007,8153.62,0.22
25/01/2007,8219.73,0.81
26/01/2007,8460.94,2.93
29/01/2007,8574.38,1.34
30/01/2007,8631.61,0.67
31/01/2007,8682.56,0.59
01/02/2007,8437.29,-2.82
02/02/2007,8516.83,0.94
05/02/2007,8587.13,0.83
06/02/2007,8696.17,1.27
07/02/2007,8578.77,-1.35
08/02/2007,8688.56,1.28
09/02/2007,8853.26,1.9
12/02/2007,8947.02,1.06
13/02/2007,9052.25,1.18
14/02/2007,9062.9,0.12
15/02/2007,9133.32,0.78
16/02/2007,9328.79,2.14
19/02/2007,9711.94,4.11
20/02/2007,9569.45,-1.47
21/02/2007,9503.11,-0.69
22/02/2007,9121.82,-4.01
23/02/2007,8868.48,-2.78
26/02/2007,9046.4,2.01
27/02/2007,8929.43,-1.29
28/02/2007,9038.34,1.22
01/03/2007,8784.33,-2.81
02/03/2007,8997.45,2.43
05/03/2007,9168.36,1.9
06/03/2007,9377.56,2.28
07/03/2007,9566.02,2.01
08/03/2007,9585.65,0.21
09/03/2007,9331.68,-2.65
12/03/2007,9300.05,-0.34
13/03/2007,9619.07,3.43
14/03/2007,9595.43,-0.25
15/03/2007,9546.36,-0.51
16/03/2007,9487.46,-0.62
19/03/2007,9473.08,-0.15
20/03/2007,9587.92,1.21
21/03/2007,9832.37,2.55
22/03/2007,9847.07,0.15
23/03/2007,10059.42,2.16
26/03/2007,10019.03,-0.4
27/03/2007,10008.54,-0.1
28/03/2007,10225.07,2.16
29/03/2007,10313.25,0.86
30/03/2007,10230.44,-0.8
03/04/2007,10099.13,-1.28
04/04/2007,9927.72,-1.7
05/04/2007,10031.12,1.04
06/04/2007,10062.87,0.32
09/04/2007,10093.44,0.3
10/04/2007,10275.76,1.81
11/04/2007,10322.34,0.45
12/04/2007,10360.87,0.37
13/04/2007,10416.0,0.53
16/04/2007,10443.65,0.27
17/04/2007,10455.48,0.11
18/04/2007,10501.03,0.44
19/04/2007,10666.22,1.57
20/04/2007,10870.05,1.91
23/04/2007,11285.68,3.82
24/04/2007,11640.94,3.15
25/04/2007,11707.96,0.58
26/04/2007,11733.38,0.22
27/04/2007,11765.36,0.27
30/04/2007,11857.75,0.79
02/05/2007,12239.97,3.22
03/05/2007,12415.85,1.44
04/05/2007,12370.0,-0.37
07/05/2007,12642.9,2.21
08/05/2007,12841.59,1.57
09/05/2007,12705.54,-1.06
10/05/2007,12104.22,-4.73
11/05/2007,11553.77,-4.55
14/05/2007,10948.66,-5.24
15/05/2007,11016.48,0.62
16/05/2007,11440.24,3.85
17/05/2007,11502.23,0.54
18/05/2007,11503.39,0.01
21/05/2007,11850.47,3.02
22/05/2007,11775.83,-0.63
23/05/2007,11446.75,-2.79
24/05/2007,11393.43,-0.47
25/05/2007,11259.96,-1.17
28/05/2007,11253.74,-0.06
29/05/2007,11219.66,-0.3
30/05/2007,11279.22,0.53
31/05/2007,11564.55,2.53
01/06/2007,11566.89,0.02
04/06/2007,11598.16,0.27
05/06/2007,11691.3,0.8
06/06/2007,11721.91,0.26
07/06/2007,11576.8,-1.24
08/06/2007,11560.35,-0.14
11/06/2007,11602.7,0.37
12/06/2007,11599.91,-0.02
13/06/2007,11465.84,-1.16
14/06/2007,11397.63,-0.59
15/06/2007,11303.7,-0.82
18/06/2007,11369.15,0.58
19/06/2007,11422.56,0.47
20/06/2007,11506.15,0.73
21/06/2007,11346.84,-1.38
22/06/2007,11332.95,-0.12
25/06/2007,11339.34,0.06
26/06/2007,11304.3,-0.31
27/06/2007,11280.6,-0.21
28/06/2007,11258.5,-0.2
29/06/2007,11340.24,0.73
02/07/2007,11137.51,-1.79
03/07/2007,11234.43,0.87
04/07/2007,11259.95,0.23
05/07/2007,11219.53,-0.36
06/07/2007,11264.91,0.4
09/07/2007,11243.81,-0.19
10/07/2007,11185.23,-0.52
11/07/2007,11230.18,0.4
12/07/2007,11178.2,-0.46
13/07/2007,11291.62,1.01
16/07/2007,11365.34,0.65
17/07/2007,11346.39,-0.17
18/07/2007,11343.41,-0.03
19/07/2007,11282.51,-0.54
20/07/2007,11271.13,-0.1
23/07/2007,11270.57,0.0
24/07/2007,11272.23,0.01
25/07/2007,11310.8,0.34
26/07/2007,11444.1,1.18
27/07/2007,11465.24,0.18
31/07/2007,11573.18,0.94
01/08/2007,11663.04,0.78
02/08/2007,11927.59,2.27
03/08/2007,12041.6,0.96
06/08/2007,11997.48,-0.37
07/08/2007,12026.92,0.25
08/08/2007,12045.2,0.15
09/08/2007,12187.47,1.18
10/08/2007,12256.01,0.56
13/08/2007,12289.96,0.28
15/08/2007,12153.0,-1.11
16/08/2007,11994.17,-1.31
17/08/2007,12013.0,0.16
22/08/2007,11951.28,-0.51
23/08/2007,11980.86,0.25
24/08/2007,12108.15,1.06
27/08/2007,12108.57,0.0
28/08/2007,12148.68,0.33
29/08/2007,12165.64,0.14
30/08/2007,12144.04,-0.18
31/08/2007,12197.82,0.44
03/09/2007,12326.57,1.06
04/09/2007,12555.55,1.86
05/09/2007,13179.92,4.97
06/09/2007,12716.42,-3.52
07/09/2007,12808.53,0.72
10/09/2007,12944.63,1.06
11/09/2007,12557.15,-2.99
12/09/2007,12462.88,-0.75
13/09/2007,12418.31,-0.36
14/09/2007,12490.97,0.59
17/09/2007,12461.71,-0.23
18/09/2007,12397.7,-0.51
19/09/2007,12313.2,-0.68
20/09/2007,12470.91,1.28
21/09/2007,12398.38,-0.58
24/09/2007,12381.04,-0.14
25/09/2007,12378.5,-0.02
26/09/2007,12312.35,-0.53
27/09/2007,12520.84,1.69
28/09/2007,12546.47,0.2
01/10/2007,12617.22,0.56
02/10/2007,12564.92,-0.41
03/10/2007,12513.08,-0.41
04/10/2007,12527.08,0.11
05/10/2007,12458.05,-0.55
08/10/2007,12586.43,1.03
09/10/2007,12703.15,0.93
10/10/2007,12578.18,-0.98
11/10/2007,12642.18,0.51
12/10/2007,12623.54,-0.15
15/10/2007,12636.09,0.1
16/10/2007,12590.89,-0.36
17/10/2007,12636.05,0.36
18/10/2007,12633.03,-0.02
19/10/2007,12632.51,0.0
22/10/2007,12605.21,-0.22
23/10/2007,12599.0,-0.05
24/10/2007,12636.33,0.3
25/10/2007,12564.08,-0.57
26/10/2007,12568.92,0.04
29/10/2007,12556.66,-0.1
30/10/2007,12489.96,-0.53
31/10/2007,12290.19,-1.6
01/11/2007,12264.09,-0.21
02/11/2007,12523.03,2.11
05/11/2007,12499.21,-0.19
07/11/2007,12345.08,-1.23
08/11/2007,12409.42,0.52
09/11/2007,12336.4,-0.59
12/11/2007,12362.89,0.21
13/11/2007,12298.08,-0.52
14/11/2007,12389.53,0.74
15/11/2007,12360.25,-0.24
16/11/2007,12370.05,0.08
19/11/2007,12306.21,-0.52
20/11/2007,12347.19,0.33
21/11/2007,12257.46,-0.73
22/11/2007,12184.11,-0.6
23/11/2007,12125.88,-0.48
26/11/2007,11877.07,-2.05
27/11/2007,11867.52,-0.08
28/11/2007,11918.85,0.43
29/11/2007,12059.14,1.18
30/11/2007,11969.33,-0.74
03/12/2007,11892.33,-0.64
04/12/2007,11788.23,-0.88
05/12/2007,11776.39,-0.1
06/12/2007,11695.99,-0.68
07/12/2007,11540.23,-1.33
10/12/2007,11648.17,0.94
11/12/2007,11638.59,-0.08
12/12/2007,11598.72,-0.34
13/12/2007,11493.17,-0.91
14/12/2007,11485.0,-0.07
17/12/2007,11539.57,0.48
18/12/2007,11829.97,2.52
19/12/2007,11852.57,0.19
20/12/2007,11727.23,-1.06
24/12/2007,11665.66,-0.53
25/12/2007,11629.16,-0.31
26/12/2007,11666.71,0.32
27/12/2007,11748.76,0.7
28/12/2007,11844.71,0.82
31/12/2007,11889.65,0.38
02/01/2008,12259.16,3.11
03/01/2008,12350.37,0.74
04/01/2008,12460.87,0.89
07/01/2008,12495.57,0.28
08/01/2008,12485.34,-0.08
09/01/2008,12702.0,1.74
14/01/2008,12615.78,-0.68
15/01/2008,12652.32,0.29
16/01/2008,12675.66,0.18
17/01/2008,12844.06,1.33
18/01/2008,12847.98,0.03
21/01/2008,12655.25,-1.5
22/01/2008,12424.52,-1.82
23/01/2008,12567.78,1.15
24/01/2008,12679.79,0.89
25/01/2008,12657.08,-0.18
28/01/2008,12641.08,-0.13
29/01/2008,12652.86,0.09
30/01/2008,12703.1,0.4
31/01/2008,12653.66,-0.39
01/02/2008,12694.07,0.32
04/02/2008,12763.9,0.55
05/02/2008,12795.2,0.25
06/02/2008,12916.48,0.95
07/02/2008,13005.56,0.69
08/02/2008,12999.49,-0.05
11/02/2008,12982.8,-0.13
12/02/2008,13041.19,0.45
13/02/2008,12991.78,-0.38
14/02/2008,13010.76,0.15
15/02/2008,13077.57,0.51
18/02/2008,13280.02,1.55
19/02/2008,13167.01,-0.85
20/02/2008,13183.37,0.12
21/02/2008,13290.92,0.82
22/02/2008,13362.4,0.54
25/02/2008,13224.36,-1.03
26/02/2008,13308.42,0.64
27/02/2008,13270.95,-0.28
28/02/2008,13310.23,0.3
29/02/2008,13154.6,-1.17
03/03/2008,13089.71,-0.49
04/03/2008,12905.73,-1.41
05/03/2008,13027.46,0.94
06/03/2008,13123.91,0.74
07/03/2008,13202.56,0.6
10/03/2008,13110.07,-0.7
11/03/2008,13230.04,0.92
12/03/2008,13336.8,0.81
13/03/2008,13344.55,0.06
14/03/2008,13263.49,-0.61
17/03/2008,13226.73,-0.28
18/03/2008,13141.57,-0.64
19/03/2008,13109.04,-0.25
24/03/2008,13043.17,-0.5
25/03/2008,13044.62,0.01
26/03/2008,12895.63,-1.14
27/03/2008,12943.37,0.37
28/03/2008,12900.99,-0.33
31/03/2008,12933.94,0.26
01/04/2008,12864.01,-0.54
02/04/2008,12544.01,-2.49
03/04/2008,12727.58,1.46
04/04/2008,12903.25,1.38
07/04/2008,12916.82,0.11
08/04/2008,12902.84,-0.11
09/04/2008,12953.21,0.39
10/04/2008,12965.62,0.1
11/04/2008,12966.06,0.0
14/04/2008,12696.97,-2.08
15/04/2008,12650.28,-0.37
16/04/2008,12708.15,0.46
17/04/2008,12695.03,-0.1
18/04/2008,12727.74,0.26
21/04/2008,12791.8,0.5
22/04/2008,12745.02,-0.37
23/04/2008,12741.61,-0.03
24/04/2008,12675.31,-0.52
25/04/2008,12566.45,-0.86
28/04/2008,12641.18,0.59
29/04/2008,12754.36,0.9
30/04/2008,12656.09,-0.77
02/05/2008,12656.21,0.0
05/05/2008,12603.33,-0.42
06/05/2008,12707.72,0.83
07/05/2008,12633.11,-0.59
08/05/2008,12721.57,0.7
09/05/2008,12688.48,-0.26
12/05/2008,12746.1,0.45
13/05/2008,12754.72,0.07
14/05/2008,12725.46,-0.23
15/05/2008,12668.48,-0.45
16/05/2008,12706.39,0.3
19/05/2008,12741.5,0.28
20/05/2008,12759.56,0.14
21/05/2008,12772.24,0.1
22/05/2008,12776.04,0.03
23/05/2008,12779.86,0.03
26/05/2008,12853.71,0.58
27/05/2008,12907.06,0.42
28/05/2008,12681.92,-1.74
29/05/2008,12775.74,0.74
30/05/2008,12775.69,0.0
02/06/2008,12761.42,-0.11
03/06/2008,12727.9,-0.26
04/06/2008,12931.45,1.6
05/06/2008,12996.72,0.5
06/06/2008,12999.82,0.02
09/06/2008,12981.4,-0.14
10/06/2008,12943.52,-0.29
11/06/2008,12727.71,-1.67
12/06/2008,12632.25,-0.75
13/06/2008,12825.11,1.53
16/06/2008,12799.18,-0.2
17/06/2008,12769.21,-0.23
18/06/2008,12683.93,-0.67
19/06/2008,12727.53,0.34
20/06/2008,12603.19,-0.98
23/06/2008,12481.47,-0.97
24/06/2008,12536.71,0.44
25/06/2008,12517.34,-0.15
26/06/2008,12541.63,0.19
27/06/2008,12572.21,0.24
30/06/2008,12574.63,0.02
01/07/2008,12623.15,0.39
02/07/2008,12616.53,-0.05
03/07/2008,12658.75,0.33
04/07/2008,12624.66,-0.27
07/07/2008,12696.45,0.57
08/07/2008,12759.17,0.49
09/07/2008,12804.79,0.36
10/07/2008,12906.39,0.79
11/07/2008,12933.52,0.21
14/07/2008,12986.65,0.41
15/07/2008,12887.13,-0.77
16/07/2008,12783.79,-0.8
17/07/2008,12771.96,-0.09
18/07/2008,12757.98,-0.11
21/07/2008,12732.74,-0.2
22/07/2008,12753.88,0.17
23/07/2008,12754.08,0.0
24/07/2008,12776.54,0.18
25/07/2008,12794.12,0.14
28/07/2008,12779.07,-0.12
29/07/2008,12717.99,-0.48
31/07/2008,12552.92,-1.3
01/08/2008,12675.85,0.98
04/08/2008,12522.51,-1.21
05/08/2008,12536.53,0.11
06/08/2008,12626.39,0.72
07/08/2008,12632.35,0.05
08/08/2008,12573.37,-0.47
11/08/2008,12504.69,-0.55
12/08/2008,12522.94,0.15
13/08/2008,12527.09,0.03
15/08/2008,12553.04,0.21
18/08/2008,12481.0,-0.57
19/08/2008,12553.17,0.58
22/08/2008,12523.57,-0.24
25/08/2008,12451.65,-0.57
26/08/2008,12405.5,-0.37
27/08/2008,12419.93,0.12
28/08/2008,12484.9,0.52
29/08/2008,12521.19,0.29
01/09/2008,12569.2,0.38
02/09/2008,12492.14,-0.61
03/09/2008,12548.49,0.45
04/09/2008,12460.06,-0.7
05/09/2008,12374.0,-0.69
08/09/2008,12246.11,-1.03
09/09/2008,12042.44,-1.66
10/09/2008,11930.56,-0.93
11/09/2008,11923.81,-0.06
12/09/2008,11740.51,-1.54
15/09/2008,11378.78,-3.08
16/09/2008,10881.31,-4.37
17/09/2008,10935.86,0.5
18/09/2008,11364.84,3.92
19/09/2008,11982.29,5.43
22/09/2008,12227.53,2.05
23/09/2008,12036.82,-1.56
24/09/2008,11886.8,-1.25
25/09/2008,11856.33,-0.26
26/09/2008,11798.44,-0.49
29/09/2008,11656.27,-1.2
30/09/2008,11264.17,-3.36
03/10/2008,11436.44,1.53
06/10/2008,11216.91,-1.92
07/10/2008,11529.09,2.78
08/10/2008,11321.4,-1.8
09/10/2008,11195.36,-1.11
10/10/2008,11229.43,0.3
13/10/2008,11663.4,3.86
14/10/2008,11637.68,-0.22
15/10/2008,11525.07,-0.97
16/10/2008,11286.17,-2.07
17/10/2008,11565.86,2.48
20/10/2008,11449.1,-1.01
